"Date","Site","Vegetative.Shoot","Reproductive.Shoot","Seed.Pods","shoots.measured.for.wasting","shoots.with.wasting","Percent.Wasting","seeds","Leaf.Biomass","Below.Biomass","Total.AFDW","Algae.Biomass","Detrutis.Biomass","Epiphyte.Biomass","Ave.Leaf.Length","Ave.Leaf.Width","Leaf.Dry","Leaf.Ashed","Below.Dry","Below.Ashed","Algae.Dry","Algae.Ashed","Detritus.Dry","Detritus.Ashed","epipyte.dry","eppipyte.ashed","seed.dry.wt.","seed.ash.wt.","Date2","Leaf_AFDW","Below_AFDW","Algae_AFDW","Detritus_AFDW","Epipyte_AFDW","Seed_AFDW","Total_AFDW","Year"
1998-05-21,"Marsh Elder",20,2,NA,NA,NA,NA,54,1.28,1.319,2.59899999999999,0.102,0,0,21.3461538461538,2.8,8.51,7.23,60.65,59.331,28.18,28.078,NA,NA,NA,NA,1.5719,1.5443,1998.38603696099,1.28,1.319,0.102,NA,NA,0.0276000000000001,2.7286,"1998"
1998-05-21,"Marsh Elder",30,4,NA,NA,NA,NA,105,1.12,1.73,2.85,0,0,0,21.6,2.5625,7.94,6.82,57.27,55.54,NA,NA,NA,NA,NA,NA,1.5953,1.5414,1998.38603696099,1.12,1.73,NA,NA,NA,0.0538999999999998,2.9039,"1998"
1998-05-21,"Marsh Elder",16,NA,NA,NA,NA,NA,4,0.96,1.575,2.535,0,0,0,20.45,3.19230769230769,7.94,6.98,64.485,62.91,NA,NA,NA,NA,NA,NA,1.5452,NA,1998.38603696099,0.96,1.575,NA,NA,NA,NA,2.535,"1998"
1998-05-21,"Marsh Elder",9,3,NA,NA,NA,NA,61,0.95,1.2,2.15,0,0,0,22.6875,3.55555555555556,7.76,6.81,60.15,58.95,NA,NA,NA,NA,NA,NA,1.5751,1.525,1998.38603696099,0.95,1.2,NA,NA,NA,0.0501,2.2001,"1998"
1998-05-21,"Marsh Elder",19,1,NA,NA,NA,NA,9,0.833,1.194,2.027,0,0,0,11.34,2.58333333333333,7.54,6.707,54.85,53.656,NA,NA,NA,NA,NA,NA,1.5455,1.5427,1998.38603696099,0.833,1.194,NA,NA,NA,0.00280000000000014,2.0298,"1998"
1998-05-21,"Marsh Elder",25,2,NA,NA,NA,NA,74,2.298,2.3,4.59800000000001,0,0,0,27.3071428571429,2.73913043478261,9.598,7.3,57.53,55.23,NA,NA,NA,NA,NA,NA,1.5973,NA,1998.38603696099,2.298,2.3,NA,NA,NA,NA,4.59800000000001,"1998"
1998-06-22,"Marsh Elder",13,4,NA,NA,NA,NA,3,0.862,1.563,2.425,0.149000000000001,0,0,13.1428571428571,2.57692307692308,7.902,7.04,54.133,52.57,26.919,26.77,NA,NA,NA,NA,NA,NA,1998.47364818617,0.862,1.563,0.149000000000001,NA,NA,NA,2.574,"1998"
1998-06-22,"Marsh Elder",18,4,NA,NA,NA,NA,NA,1.4,0.810000000000002,2.21,0.1102,0,0,18.3,2.34615384615385,9,7.6,56.47,55.66,1.6896,1.5794,NA,NA,NA,NA,NA,NA,1998.47364818617,1.4,0.810000000000002,0.1102,NA,NA,NA,2.3202,"1998"
1998-06-22,"Marsh Elder",17,4,NA,NA,NA,NA,NA,0.77,2.23,3,0.0861000000000001,0,0,11.7666666666667,2.2,7.62,6.85,57.5,55.27,1.659,1.5729,NA,NA,NA,NA,NA,NA,1998.47364818617,0.77,2.23,0.0861000000000001,NA,NA,NA,3.0861,"1998"
1998-06-22,"Marsh Elder",29,NA,NA,NA,NA,NA,NA,2.02,1.92,3.94,0.0100000000000016,3.36,0,30.7666666666667,3.07241379310345,9.28,7.26,62.13,60.21,27.01,27,12.9,9.54,NA,NA,NA,NA,1998.47364818617,2.02,1.92,0.0100000000000016,3.36,NA,NA,7.31,"1998"
1998-06-22,"Marsh Elder",33,2,NA,NA,NA,NA,NA,2.06,1.69,3.75000000000001,0.00999999999999801,1.85,0,15.0571428571429,2.734375,8.89,6.83,56.85,55.16,26.58,26.57,9.86,8.01,NA,NA,NA,NA,1998.47364818617,2.06,1.69,0.00999999999999801,1.85,NA,NA,5.61,"1998"
1998-06-22,"Marsh Elder",33,NA,NA,NA,NA,NA,0,2.78,1.73999999999999,4.52,0,0,0,14.8192307692308,2.71875,10.21,7.43,58.44,56.7,NA,NA,NA,NA,NA,NA,NA,NA,1998.47364818617,2.78,1.73999999999999,NA,NA,NA,NA,4.52,"1998"
1998-07-21,"Marsh Elder",0,NA,NA,NA,NA,NA,NA,0.0500000000000007,0.199999999999996,0.249999999999996,0.0700000000000003,7.85,0,NA,NA,6.57,6.52,58.16,57.96,25.9,25.83,22.76,14.91,NA,NA,NA,NA,1998.553045859,0.0500000000000007,0.199999999999996,0.0700000000000003,7.85,NA,NA,8.17,"1998"
1998-07-21,"Marsh Elder",1,NA,NA,NA,NA,NA,NA,0.0999999999999996,0.189999999999998,0.289999999999997,0.669999999999998,6.26,0,NA,1.5,7.06,6.96,54.65,54.46,26.09,25.42,36.2,29.94,NA,NA,NA,NA,1998.553045859,0.0999999999999996,0.189999999999998,0.669999999999998,6.26,NA,NA,7.22,"1998"
1998-07-21,"Marsh Elder",0,NA,NA,NA,NA,NA,NA,0,0.0899999999999963,0.0899999999999963,0.0100000000000016,7.68,0,NA,NA,0,0,56.33,56.24,28.25,28.24,29.74,22.06,NA,NA,NA,NA,1998.553045859,0,0.0899999999999963,0.0100000000000016,7.68,NA,NA,7.78,"1998"
1998-07-21,"Marsh Elder",5,NA,NA,NA,NA,NA,NA,0.25,1.27,1.52,2.25,8.94,0,NA,NA,6.81,6.56,55.29,54.02,10.43,8.18,18.54,9.6,NA,NA,NA,NA,1998.553045859,0.25,1.27,2.25,8.94,NA,NA,12.71,"1998"
1998-07-21,"Marsh Elder",2,NA,NA,NA,NA,NA,NA,0.144,0.546000000000006,0.690000000000007,0.848000000000003,9.22,0,2.5,1.25,6.704,6.56,59.126,58.58,27.178,26.33,22.16,12.94,NA,NA,NA,NA,1998.553045859,0.144,0.546000000000006,0.848000000000003,9.22,NA,NA,10.758,"1998"
1998-07-21,"Marsh Elder",6,NA,NA,NA,NA,NA,NA,0.24,1.07,1.31,0.0323,11.42,0,8.1,2,7.13,6.89,59.21,58.14,1.5722,1.5399,58.18,46.76,NA,NA,NA,NA,1998.553045859,0.24,1.07,0.0323,11.42,NA,NA,12.7623,"1998"
1998-08-26,"Marsh Elder",19,NA,NA,NA,NA,NA,NA,0.63,1.23999999999999,1.86999999999999,0.240000000000002,0.32,0,13.52,2.13157894736842,7.67,7.04,48.73,47.49,25.19,24.95,26.97,26.65,NA,NA,NA,NA,1998.65160848734,0.63,1.23999999999999,0.240000000000002,0.32,NA,NA,2.43,"1998"
1998-08-26,"Marsh Elder",6,NA,NA,NA,NA,NA,NA,0.33,0.770000000000003,1.1,0.940000000000001,0.449999999999999,0,11.2,1.88333333333333,7.19,6.86,58.13,57.36,32.6,31.66,30.48,30.03,NA,NA,NA,NA,1998.65160848734,0.33,0.770000000000003,0.940000000000001,0.449999999999999,NA,NA,2.49,"1998"
1998-08-26,"Marsh Elder",26,NA,NA,NA,NA,NA,NA,0.73,1.04,1.77,0.449999999999999,0.549999999999997,0,12.4625,1.53846153846154,7.73,7,60.31,59.27,28.04,27.59,26.47,25.92,NA,NA,NA,NA,1998.65160848734,0.73,1.04,0.449999999999999,0.549999999999997,NA,NA,2.77,"1998"
1998-08-26,"Marsh Elder",14,NA,NA,NA,NA,NA,NA,0.45,1.06,1.51,0.469999999999999,0.830000000000002,0,22.62,2.17857142857143,7.21,6.76,57.39,56.33,28.81,28.34,30.98,30.15,NA,NA,NA,NA,1998.65160848734,0.45,1.06,0.469999999999999,0.830000000000002,NA,NA,2.81,"1998"
1998-08-26,"Marsh Elder",18,NA,NA,NA,NA,NA,NA,0.7,1.25,1.95,0.489999999999998,0.57,0,18.7090909090909,2.47222222222222,7.62,6.92,54.82,53.57,27.99,27.5,24.89,24.32,NA,NA,NA,NA,1998.65160848734,0.7,1.25,0.489999999999998,0.57,NA,NA,3.01,"1998"
1998-08-26,"Marsh Elder",24,NA,NA,NA,NA,NA,NA,0.74,1.5,2.24,0.409999999999997,1.05,0,20.7444444444444,2.14583333333333,7.86,7.12,54.01,52.51,26.58,26.17,26.49,25.44,NA,NA,NA,NA,1998.65160848734,0.74,1.5,0.409999999999997,1.05,NA,NA,3.69999999999999,"1998"
1998-09-18,"Marsh Elder",19,NA,NA,NA,NA,NA,NA,0.43,1.06999999999999,1.49999999999999,0.390000000000001,0.579999999999998,0,12.2176470588235,1.78947368421053,7.35,6.92,50.41,49.34,27.54,27.15,27.04,26.46,NA,NA,NA,NA,1998.71457905544,0.43,1.06999999999999,0.390000000000001,0.579999999999998,NA,NA,2.46999999999999,"1998"
1998-09-18,"Marsh Elder",8,NA,NA,NA,NA,NA,NA,0.3,0.969999999999999,1.27,0.439999999999998,0.330000000000002,0,16.65,2.1625,6.88,6.58,58.37,57.4,28.81,28.37,29.55,29.22,NA,NA,NA,NA,1998.71457905544,0.3,0.969999999999999,0.439999999999998,0.330000000000002,NA,NA,2.04,"1998"
1998-09-18,"Marsh Elder",14,NA,NA,NA,NA,NA,NA,0.34,1.27,1.61,0.399999999999999,0.149999999999999,0,13.07,1.75,6.96,6.62,61.26,59.99,27.13,26.73,26.97,26.82,NA,NA,NA,NA,1998.71457905544,0.34,1.27,0.399999999999999,0.149999999999999,NA,NA,2.15999999999999,"1998"
1998-09-18,"Marsh Elder",15,NA,NA,NA,NA,NA,NA,0.46,1.33,1.79,0.310000000000002,1.32,0,18.4,1.85333333333333,7.35,6.89,57.33,56,28.76,28.45,30,28.68,NA,NA,NA,NA,1998.71457905544,0.46,1.33,0.310000000000002,1.32,NA,NA,3.42,"1998"
1998-09-18,"Marsh Elder",18,NA,NA,NA,NA,NA,NA,0.600000000000001,1.25,1.85,0.84,1.72,0,19.5272727272727,2,7.49,6.89,56.03,54.78,32.04,31.2,14.97,13.25,NA,NA,NA,NA,1998.71457905544,0.600000000000001,1.25,0.84,1.72,NA,NA,4.41,"1998"
1998-09-18,"Marsh Elder",16,NA,NA,NA,NA,NA,NA,0.69,2.08000000000001,2.77,0.52,1.1,0,22.5857142857143,2.04375,7.39,6.7,57.63,55.55,27.5,26.98,32.4,31.3,NA,NA,NA,NA,1998.71457905544,0.69,2.08000000000001,0.52,1.1,NA,NA,4.39,"1998"
1998-10-15,"Marsh Elder",14,NA,NA,NA,NA,NA,NA,0.55,0.460000000000001,1.01,0.740000000000002,0.200000000000003,0,19.6,1.75,7.26,6.71,52.62,52.16,27.69,26.95,29.01,28.81,NA,NA,NA,NA,1998.78850102669,0.55,0.460000000000001,0.740000000000002,0.200000000000003,NA,NA,1.95000000000001,"1998"
1998-10-15,"Marsh Elder",14,NA,NA,NA,NA,NA,NA,0.369999999999999,0.649999999999999,1.02,0.199999999999999,0.100000000000001,0,16.2692307692308,1.46428571428571,7.27,6.9,47.08,46.43,23.24,23.04,22.84,22.74,NA,NA,NA,NA,1998.78850102669,0.369999999999999,0.649999999999999,0.199999999999999,0.100000000000001,NA,NA,1.32,"1998"
1998-10-15,"Marsh Elder",17,NA,NA,NA,NA,NA,NA,0.25,0.840000000000003,1.09,0.23,0.109999999999999,0,9.29285714285714,1.38235294117647,7.16,6.91,52.89,52.05,27.95,27.72,22.2,22.09,NA,NA,NA,NA,1998.78850102669,0.25,0.840000000000003,0.23,0.109999999999999,NA,NA,1.43,"1998"
1998-10-15,"Marsh Elder",13,NA,NA,NA,NA,NA,NA,0.38,1.16999999999999,1.54999999999999,1.1,0.68,0,19.0083333333333,1.69230769230769,7.41,7.03,50.76,49.59,28.2,27.1,28.97,28.29,NA,NA,NA,NA,1998.78850102669,0.38,1.16999999999999,1.1,0.68,NA,NA,3.32999999999999,"1998"
1998-10-15,"Marsh Elder",23,NA,NA,NA,NA,NA,NA,0.819999999999999,1.8,2.62,1.01,0.470000000000002,0,16.9611111111111,1.65217391304348,8.01,7.19,55.67,53.87,32.56,31.55,30.87,30.4,NA,NA,NA,NA,1998.78850102669,0.819999999999999,1.8,1.01,0.470000000000002,NA,NA,4.10000000000001,"1998"
1998-10-15,"Marsh Elder",10,NA,NA,NA,NA,NA,NA,0.52,0.93,1.45,0.660000000000004,0.419999999999998,0,18.5,1.85,7.24,6.72,51.68,50.75,32.31,31.65,22.83,22.41,NA,NA,NA,NA,1998.78850102669,0.52,0.93,0.660000000000004,0.419999999999998,NA,NA,2.53,"1998"
1999-10-02,"Shelter Island",4,NA,NA,NA,NA,NA,NA,0.82,0.550000000000001,1.37,0.0829,0.32,0.0158,19.225,3.25,8.96,8.14,8.71,8.16,1.1774,1.0945,8.49,8.17,1.0258,1.01,NA,NA,1999.75222450376,0.82,0.550000000000001,0.0829,0.32,0.0158,NA,1.7887,"1999"
1999-10-02,"Shelter Island",4,NA,NA,NA,NA,NA,NA,0.590000000000002,0.739999999999998,1.33,0.0334000000000001,0.6,0.0113000000000001,12.25,2.375,8.88,8.29,32.43,31.69,1.0985,1.0651,9.45,8.85,1.0424,1.0311,NA,NA,1999.75222450376,0.590000000000002,0.739999999999998,0.0334000000000001,0.6,0.0113000000000001,NA,1.9747,"1999"
1999-10-02,"Shelter Island",23,NA,NA,NA,NA,NA,NA,0.48,1.32,1.8,0.0158,0.289999999999999,0.0196000000000001,10.8681818181818,1.93478260869565,9.16,8.68,29.34,28.02,1.0181,1.0023,27.55,27.26,1.0421,1.0225,NA,NA,1999.75222450376,0.48,1.32,0.0158,0.289999999999999,0.0196000000000001,NA,2.1254,"1999"
1999-10-02,"Shelter Island",19,NA,NA,NA,NA,NA,NA,0.450000000000001,0.68,1.13,0.0138,0.460000000000001,0.00619999999999998,11.5052631578947,1.92631578947368,8.82,8.37,31.08,30.4,1.0414,1.0276,27.44,26.98,1.0167,1.0105,NA,NA,1999.75222450376,0.450000000000001,0.68,0.0138,0.460000000000001,0.00619999999999998,NA,1.61,"1999"
1999-10-02,"Shelter Island",23,NA,NA,NA,NA,NA,NA,0.959999999999999,1.16,2.12,0.0658000000000001,0.84,0.0175999999999998,11.1652173913043,1.83913043478261,9.7,8.74,28.25,27.09,1.1039,1.0381,23.65,22.81,1.0429,1.0253,NA,NA,1999.75222450376,0.959999999999999,1.16,0.0658000000000001,0.84,0.0175999999999998,NA,3.0434,"1999"
1999-10-02,"Shelter Island",13,NA,NA,NA,NA,NA,NA,0.66,0.810000000000002,1.47,0.000299999999999967,0.42,0.0110000000000001,14.1153846153846,2.23076923076923,8.75,8.09,30.46,29.65,1.0004,1.0001,8.66,8.24,1.0361,1.0251,NA,NA,1999.75222450376,0.66,0.810000000000002,0.000299999999999967,0.42,0.0110000000000001,NA,1.9013,"1999"
1999-10-02,"Shelter Island",30,NA,NA,NA,NA,NA,NA,0.559999999999999,1.28,1.84,0.00829999999999997,0.560000000000002,0.0241,9.96206896551724,2.36666666666667,8.87,8.31,30.57,29.29,0.9971,0.9888,25.76,25.2,1.0663,1.0422,NA,NA,1999.75222450376,0.559999999999999,1.28,0.00829999999999997,0.560000000000002,0.0241,NA,2.4324,"1999"
2000-05-26,"Marsh Elder",31,1,3,31,0,0,21,0.4,2.25,2.65,0,0.1234,0,10.2096774193548,15.2777777777778,7.4,7,31.1,28.85,NA,NA,4.9764,4.853,NA,NA,0.9912,0.9815,2000.40109514031,0.4,2.25,NA,0.1234,NA,0.00969999999999993,2.7831,"2000"
2000-05-26,"Marsh Elder",27,0,NA,27,0,0,NA,0.48,1.66,2.14,0,0.5,0,8.76296296296296,14.3739130434783,7.01,6.53,30.53,28.87,NA,NA,25.2,24.7,NA,NA,NA,NA,2000.40109514031,0.48,1.66,NA,0.5,NA,NA,2.64,"2000"
2000-05-26,"Marsh Elder",25,1,2,25,0,0,14,0.350000000000001,1.37,1.72,0,0.239999999999998,0,8.468,13.9857142857143,6.95,6.6,32.83,31.46,NA,NA,27.75,27.51,NA,NA,1.0166,1.0073,2000.40109514031,0.350000000000001,1.37,NA,0.239999999999998,NA,0.00929999999999986,1.9693,"2000"
2000-05-26,"Marsh Elder",11,1,10,11,0,0,62,0.54,2.25,2.79,0.0651000000000002,0.149999999999999,0,14.3454545454545,25.4,7.5,6.96,33.37,31.12,1.0758,1.0107,29.59,29.44,NA,NA,1.0213,0.9898,2000.40109514031,0.54,2.25,0.0651000000000002,0.149999999999999,NA,0.0315000000000001,3.0366,"2000"
2000-05-26,"Marsh Elder",17,0,NA,17,0,0,NA,0.59,1.98,2.57,0.00229999999999997,0.169999999999995,0,12.4705882352941,20.1538461538462,7.58,6.99,56.57,54.59,1.015,1.0127,32.48,32.31,NA,NA,NA,NA,2000.40109514031,0.59,1.98,0.00229999999999997,0.169999999999995,NA,NA,2.74229999999999,"2000"
2000-05-26,"Marsh Elder",26,1,3,26,0,0,25,0.77,2.25,3.02,0,0.0259999999999998,0,14.65,21.1318181818182,7.42,6.65,58.83,56.58,NA,NA,2.1677,2.1417,NA,NA,0.9942,0.9728,2000.40109514031,0.77,2.25,NA,0.0259999999999998,NA,0.0214,3.0674,"2000"
2000-05-26,"Shelter Island",21,1,2,20,0,0,6,0.65,2.32,2.97,0.0247999999999999,0.480000000000004,0,12.0526315789474,2.52380952380952,7.78,7.13,12.03,9.71,1.036,1.0112,33.31,32.83,NA,NA,0.9988,0.9982,2000.40109514031,0.65,2.32,0.0247999999999999,0.480000000000004,NA,0.000600000000000045,3.4754,"2000"
2000-05-26,"Shelter Island",29,0,NA,29,0,0,6,0.44,2.49,2.93,0.1008,0.25,0,8.73793103448276,1.79310344827586,7.28,6.84,11.59,9.1,1.1553,1.0545,23.57,23.32,NA,NA,0.9984,0.9974,2000.40109514031,0.44,2.49,0.1008,0.25,NA,0.001,3.2818,"2000"
2000-05-26,"Shelter Island",19,1,2,19,0,0,25,0.96,2.88,3.84,0.0411999999999999,0.780000000000001,0,16.4421052631579,2.68421052631579,7.91,6.95,11.79,8.91,1.0571,1.0159,30.98,30.2,NA,NA,0.9987,0.9932,2000.40109514031,0.96,2.88,0.0411999999999999,0.780000000000001,NA,0.00550000000000006,4.6667,"2000"
2000-05-26,"Shelter Island",22,2,2,22,0,0,14,0.449999999999999,1.87,2.32,0.0238,0.439999999999998,0,10.2318181818182,2.31818181818182,7.14,6.69,9.97,8.1,1.4593,1.4355,27.04,26.6,NA,NA,1.4361,1.4339,2000.40109514031,0.449999999999999,1.87,0.0238,0.439999999999998,NA,0.00219999999999998,2.786,"2000"
2000-05-26,"Shelter Island",36,0,NA,36,0,0,NA,0.64,3.53,4.17,0.2458,0.800000000000004,0,9.09189189189189,2.35135135135135,7.63,6.99,59.43,55.9,1.402,1.1562,33.46,32.66,NA,NA,NA,NA,2000.40109514031,0.64,3.53,0.2458,0.800000000000004,NA,NA,5.21580000000001,"2000"
2000-05-26,"Shelter Island",26,1,3,23,0,0,19,0.64,2.6,3.24,0.0732999999999999,0.559999999999999,0,10.4347826086957,2.34615384615385,7.64,7,11.4,8.8,1.1339,1.0606,26.98,26.42,NA,NA,1.0033,0.9999,2000.40109514031,0.64,2.6,0.0732999999999999,0.559999999999999,NA,0.00340000000000007,3.8767,"2000"
2000-06-16,"Shelter Island",31,0,NA,29,0,0,NA,0.85,3.59,4.44,0,0.18,0,9.1551724137931,2,7.6,6.75,12.35,8.76,NA,NA,33.21,33.03,NA,NA,NA,NA,2000.45859000684,0.85,3.59,NA,0.18,NA,NA,4.62,"2000"
2000-06-16,"Shelter Island",28,1,2,24,0,0,10,0.44,3.23,3.67,0.1348,0.940000000000001,0,9.44583333333333,1.82142857142857,7.35,6.91,17.49,14.26,1.6511,1.5163,29.64,28.7,NA,NA,1.4455,1.4367,2000.45859000684,0.44,3.23,0.1348,0.940000000000001,NA,0.00879999999999992,4.7536,"2000"
2000-06-16,"Shelter Island",28,1,2,27,0,0,4,0.99,2.76,3.75,0.00970000000000004,0.530000000000001,0,13.737037037037,2.10714285714286,7.7,6.71,12.97,10.21,1.4515,1.4418,25.3,24.77,NA,NA,1.433,1.4298,2000.45859000684,0.99,2.76,0.00970000000000004,0.530000000000001,NA,0.00320000000000009,4.2929,"2000"
2000-06-16,"Shelter Island",23,1,7,22,0,0,80,0.86,2.54,3.4,0.0132000000000001,0.529999999999998,0,11.9136363636364,2,7.87,7.01,52.57,50.03,1.4434,1.4302,30.04,29.51,NA,NA,1.4623,1.4202,2000.45859000684,0.86,2.54,0.0132000000000001,0.529999999999998,NA,0.0421,3.9853,"2000"
2000-06-16,"Shelter Island",34,0,NA,30,0,0,25,1.38,2.52,3.9,0.00380000000000003,0.48,0,12.96,2.23529411764706,8.55,7.17,50.15,47.63,1.4418,1.438,32.21,31.73,NA,NA,1.4709,1.4499,2000.45859000684,1.38,2.52,0.00380000000000003,0.48,NA,0.0210000000000001,4.4048,"2000"
2000-06-16,"Shelter Island",23,0,NA,21,0,0,NA,1.11,2.16,3.27,0.00380000000000003,0.84,0,12.7904761904762,2.17391304347826,8.18,7.07,10.63,8.47,1.4446,1.4408,31.49,30.65,NA,NA,NA,NA,2000.45859000684,1.11,2.16,0.00380000000000003,0.84,NA,NA,4.1138,"2000"
2000-06-26,"Marsh Elder",18,0,NA,18,0,0,NA,0.52,1.17,1.69,0,0.68,0,12.7111111111111,19.6285714285714,7.3,6.78,8.63,7.46,NA,NA,25.05,24.37,NA,NA,NA,NA,2000.48596851472,0.52,1.17,NA,0.68,NA,NA,2.37,"2000"
2000-06-26,"Marsh Elder",15,0,NA,13,0,0,NA,0.51,1.11,1.62,0,0.0999999999999979,0,12.1615384615385,18.1909090909091,7.26,6.75,28.09,26.98,NA,NA,28.15,28.05,NA,NA,NA,NA,2000.48596851472,0.51,1.11,NA,0.0999999999999979,NA,NA,1.72,"2000"
2000-06-26,"Marsh Elder",7,0,NA,7,0,0,NA,0.32,0.98,1.3,0,0.459999999999997,0,7.47142857142857,18.7666666666667,7.13,6.81,8.08,7.1,NA,NA,26.38,25.92,NA,NA,NA,NA,2000.48596851472,0.32,0.98,NA,0.459999999999997,NA,NA,1.76,"2000"
2000-06-26,"Marsh Elder",23,0,NA,21,0,0,NA,0.53,3.07,3.6,0,0.260000000000002,0,11.9904761904762,17.1473684210526,7.36,6.83,12.79,9.72,NA,NA,32.1,31.84,NA,NA,NA,NA,2000.48596851472,0.53,3.07,NA,0.260000000000002,NA,NA,3.86,"2000"
2000-06-26,"Marsh Elder",25,0,NA,23,0,0,NA,0.46,2.17,2.63,0,0.48,0,10.1260869565217,14.3285714285714,7.43,6.97,10.6,8.43,NA,NA,25.18,24.7,NA,NA,NA,NA,2000.48596851472,0.46,2.17,NA,0.48,NA,NA,3.11,"2000"
2000-06-26,"Marsh Elder",12,0,NA,7,0,0,NA,0.37,1.73,2.1,0,0.469999999999999,0,11.8571428571429,13.125,7.34,6.97,9.38,7.65,NA,NA,29.36,28.89,NA,NA,NA,NA,2000.48596851472,0.37,1.73,NA,0.469999999999999,NA,NA,2.57,"2000"
2000-07-12,"Marsh Elder",14,0,NA,14,0,0,NA,0.835999999999999,2.281,3.117,0,0.818000000000001,0,17.7214285714286,28.41,7.64,6.804,10.43,8.149,NA,NA,24.71,23.892,NA,NA,NA,NA,2000.52977412731,0.835999999999999,2.281,NA,0.818000000000001,NA,NA,3.935,"2000"
2000-07-12,"Marsh Elder",15,0,NA,15,0,0,NA,0.321,1.359,1.68,0.000699999999999923,0.171999999999997,0,10.96,17.4909090909091,7.487,7.166,8.878,7.519,1.411,1.4103,29.33,29.158,NA,NA,NA,NA,2000.52977412731,0.321,1.359,0.000699999999999923,0.171999999999997,NA,NA,1.8527,"2000"
